评论ID,提及品牌,平台,评论内容,点赞数,评论数,转发数,情感倾向,发布时间
CM00804,竞品C,抖音,感觉最近质量不如以前了，有点失望,50,4,5,负面,2023-04-07
CM00805,竞品C,小红书,颜值很高，就是有点不耐用,45,10,6,中性,2023-05-03
CM00806,品牌A,小红书,客服态度太差了，再也不会买了,59,8,4,负面,2023-07-26
CM00807,品牌A,微博,物流很快，包装也很好，推荐购买,43,11,2,正面,2023-08-31
CM00808,竞品C,抖音,用了过敏，不知道是不是正品,43,6,6,负面,2023-11-01
CM00809,竞品B,抖音,什么时候出新品啊，等好久了,53,7,3,正面,2023-05-12
CM00810,品牌A,抖音,感觉最近质量不如以前了，有点失望,39,11,4,负面,2023-09-27
CM00811,品牌A,微博,颜值很高，就是有点不耐用,54,11,3,中性,2023-01-01
CM00812,竞品C,微博,感觉最近质量不如以前了，有点失望,50,10,6,负面,2023-04-10
CM00813,品牌A,小红书,性价比很高，比XX品牌好多了,46,14,3,正面,2023-01-29
CM00814,竞品B,小红书,物流很快，包装也很好，推荐购买,51,11,3,正面,2023-05-13
CM00815,竞品C,小红书,感觉最近质量不如以前了，有点失望,45,10,6,负面,2023-12-23
CM00816,竞品C,小红书,感觉最近质量不如以前了，有点失望,59,6,9,负面,2023-02-15
CM00817,竞品B,B站,国货之光，必须支持,54,12,5,正面,2023-08-06
CM00818,竞品C,小红书,国货之光，必须支持,51,6,3,正面,2023-06-10
CM00819,竞品C,微博,什么时候出新品啊，等好久了,49,8,7,正面,2023-02-10
CM00820,竞品B,微博,性价比很高，比XX品牌好多了,50,15,8,正面,2023-01-07
CM00821,竞品B,小红书,性价比很高，比XX品牌好多了,58,15,3,正面,2023-01-05
CM00822,竞品B,B站,颜值很高，就是有点不耐用,34,10,6,中性,2023-04-26
CM00823,竞品C,抖音,国货之光，必须支持,42,9,0,正面,2023-03-29
CM00824,竞品C,小红书,感觉最近质量不如以前了，有点失望,50,16,8,负面,2023-11-18
CM00825,竞品B,B站,颜值很高，就是有点不耐用,45,19,3,中性,2023-01-14
CM00826,竞品B,抖音,物流很快，包装也很好，推荐购买,37,12,2,正面,2023-11-22
CM00827,竞品C,抖音,物流很快，包装也很好，推荐购买,53,10,5,正面,2023-01-24
CM00828,竞品C,抖音,国货之光，必须支持,56,5,5,正面,2023-07-01
CM00829,竞品B,B站,国货之光，必须支持,42,8,10,正面,2023-03-27
CM00830,竞品C,B站,客服态度太差了，再也不会买了,63,13,5,负面,2023-06-15
CM00831,品牌A,微博,性价比很高，比XX品牌好多了,62,9,2,正面,2023-03-08
CM00832,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,60,8,6,正面,2023-08-14
CM00833,品牌A,抖音,性价比很高，比XX品牌好多了,59,10,6,正面,2023-01-20
CM00834,竞品B,抖音,什么时候出新品啊，等好久了,50,6,5,正面,2023-09-11
CM00835,品牌A,抖音,什么时候出新品啊，等好久了,62,11,5,正面,2023-08-22
CM00836,品牌A,B站,国货之光，必须支持,58,13,0,正面,2023-04-16
CM00837,竞品B,抖音,物流很快，包装也很好，推荐购买,51,9,4,正面,2023-09-28
CM00838,品牌A,B站,价格有点贵，但是一分钱一分货吧,34,13,5,中性,2023-02-03
CM00839,品牌A,抖音,价格有点贵，但是一分钱一分货吧,43,8,4,中性,2023-09-06
CM00840,竞品B,微博,这个品牌的产品真的很好用，支持了好多年了,60,11,2,正面,2023-04-24
CM00841,竞品C,微博,这个品牌的产品真的很好用，支持了好多年了,49,12,5,正面,2023-02-11
CM00842,竞品C,B站,价格有点贵，但是一分钱一分货吧,56,5,6,中性,2023-03-09
CM00843,竞品B,小红书,用了过敏，不知道是不是正品,49,5,5,负面,2023-04-18
CM00844,品牌A,小红书,用了过敏，不知道是不是正品,56,9,4,负面,2023-05-16
CM00845,竞品B,B站,什么时候出新品啊，等好久了,57,12,7,正面,2023-11-22
CM00846,竞品B,抖音,价格有点贵，但是一分钱一分货吧,55,9,6,中性,2023-05-29
CM00847,品牌A,小红书,用了过敏，不知道是不是正品,37,9,1,负面,2023-10-05
CM00848,竞品C,B站,价格有点贵，但是一分钱一分货吧,57,10,3,中性,2023-03-10
CM00849,竞品B,抖音,物流很快，包装也很好，推荐购买,44,10,2,正面,2023-01-15
CM00850,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,48,8,3,正面,2023-10-05
CM00851,竞品B,小红书,用了过敏，不知道是不是正品,49,10,3,负面,2023-03-01
CM00852,竞品B,微博,性价比很高，比XX品牌好多了,44,9,8,正面,2023-03-18
CM00853,品牌A,抖音,国货之光，必须支持,55,8,4,正面,2023-04-25
CM00854,品牌A,小红书,价格有点贵，但是一分钱一分货吧,49,4,8,中性,2023-02-10
CM00855,竞品B,微博,国货之光，必须支持,53,14,8,正面,2023-03-24
CM00856,竞品B,抖音,性价比很高，比XX品牌好多了,51,10,7,正面,2023-12-31
CM00857,竞品C,微博,客服态度太差了，再也不会买了,47,6,6,负面,2023-07-06
CM00858,品牌A,微博,性价比很高，比XX品牌好多了,43,8,2,正面,2023-11-10
CM00859,品牌A,微博,颜值很高，就是有点不耐用,54,7,7,中性,2023-09-06
CM00860,竞品C,微博,用了过敏，不知道是不是正品,41,12,7,负面,2023-08-18
CM00861,品牌A,微博,价格有点贵，但是一分钱一分货吧,47,8,7,中性,2023-12-09
CM00862,竞品B,微博,国货之光，必须支持,50,11,3,正面,2023-09-17
CM00863,品牌A,B站,什么时候出新品啊，等好久了,50,16,5,正面,2023-07-27
CM00864,竞品B,微博,什么时候出新品啊，等好久了,46,7,5,正面,2023-03-06
CM00865,品牌A,抖音,感觉最近质量不如以前了，有点失望,45,8,2,负面,2023-05-31
CM00866,竞品C,微博,颜值很高，就是有点不耐用,45,8,5,中性,2023-01-11
CM00867,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,44,16,2,正面,2023-04-02
CM00868,竞品C,小红书,用了过敏，不知道是不是正品,48,5,3,负面,2024-01-01
CM00869,竞品B,微博,这个品牌的产品真的很好用，支持了好多年了,49,16,6,正面,2023-01-06
CM00870,品牌A,B站,国货之光，必须支持,37,12,6,正面,2023-09-02
CM00871,品牌A,小红书,颜值很高，就是有点不耐用,47,9,4,中性,2023-04-06
CM00872,竞品C,B站,客服态度太差了，再也不会买了,47,10,6,负面,2023-06-29
CM00873,竞品C,微博,什么时候出新品啊，等好久了,46,8,8,正面,2023-11-14
CM00874,竞品B,B站,物流很快，包装也很好，推荐购买,55,7,1,正面,2023-08-22
CM00875,品牌A,B站,什么时候出新品啊，等好久了,42,10,5,正面,2023-02-25
CM00876,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,45,11,4,正面,2023-12-12
CM00877,品牌A,B站,客服态度太差了，再也不会买了,44,13,4,负面,2023-04-06
CM00878,品牌A,小红书,客服态度太差了，再也不会买了,57,12,9,负面,2023-10-30
CM00879,竞品B,B站,客服态度太差了，再也不会买了,51,5,5,负面,2023-12-16
CM00880,品牌A,小红书,国货之光，必须支持,50,10,0,正面,2023-11-29
CM00881,竞品B,微博,物流很快，包装也很好，推荐购买,50,8,3,正面,2023-03-25
CM00882,竞品C,微博,这个品牌的产品真的很好用，支持了好多年了,44,8,10,正面,2023-10-07
CM00883,竞品C,微博,性价比很高，比XX品牌好多了,55,7,3,正面,2023-06-09
CM00884,竞品B,B站,这个品牌的产品真的很好用，支持了好多年了,65,10,2,正面,2023-05-20
CM00885,竞品B,抖音,客服态度太差了，再也不会买了,46,10,5,负面,2023-06-17
CM00886,品牌A,微博,价格有点贵，但是一分钱一分货吧,52,8,5,中性,2023-05-14
CM00887,品牌A,小红书,物流很快，包装也很好，推荐购买,46,8,6,正面,2023-04-03
CM00888,竞品C,抖音,国货之光，必须支持,60,12,7,正面,2023-02-13
CM00889,竞品B,抖音,什么时候出新品啊，等好久了,50,6,3,正面,2023-09-03
CM00890,竞品B,抖音,用了过敏，不知道是不是正品,63,8,5,负面,2023-05-05
CM00891,竞品C,小红书,客服态度太差了，再也不会买了,54,14,5,负面,2023-11-03
CM00892,品牌A,B站,颜值很高，就是有点不耐用,39,14,5,中性,2023-11-28
CM00893,品牌A,微博,物流很快，包装也很好，推荐购买,61,10,8,正面,2023-03-03
CM00894,品牌A,抖音,什么时候出新品啊，等好久了,47,13,1,正面,2023-01-27
CM00895,竞品B,小红书,物流很快，包装也很好，推荐购买,47,14,3,正面,2023-11-08
CM00896,竞品B,抖音,客服态度太差了，再也不会买了,43,8,9,负面,2023-12-21
CM00897,竞品C,微博,颜值很高，就是有点不耐用,58,6,11,中性,2023-09-01
CM00898,竞品C,微博,国货之光，必须支持,42,13,9,正面,2023-12-24
CM00899,竞品B,微博,用了过敏，不知道是不是正品,57,13,4,负面,2023-07-07
CM00900,竞品C,抖音,客服态度太差了，再也不会买了,40,15,7,负面,2023-10-02
CM00901,品牌A,抖音,什么时候出新品啊，等好久了,43,10,1,正面,2023-12-07
CM00902,品牌A,微博,国货之光，必须支持,47,8,5,正面,2023-07-30
CM00903,品牌A,微博,用了过敏，不知道是不是正品,58,6,6,负面,2023-02-05
CM00904,竞品B,抖音,用了过敏，不知道是不是正品,61,6,4,负面,2023-03-08
CM00905,品牌A,小红书,用了过敏，不知道是不是正品,66,4,5,负面,2023-10-18
CM00906,竞品C,微博,国货之光，必须支持,33,12,6,正面,2023-09-06
CM00907,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,45,13,4,正面,2023-03-22
CM00908,品牌A,微博,这个品牌的产品真的很好用，支持了好多年了,54,17,3,正面,2023-11-05
CM00909,品牌A,小红书,什么时候出新品啊，等好久了,45,14,1,正面,2023-03-10
CM00910,品牌A,抖音,性价比很高，比XX品牌好多了,54,10,6,正面,2023-04-13
CM00911,竞品B,微博,这个品牌的产品真的很好用，支持了好多年了,41,9,6,正面,2023-12-25
CM00912,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,56,10,3,正面,2023-10-29
CM00913,竞品B,小红书,性价比很高，比XX品牌好多了,47,16,2,正面,2023-04-15
CM00914,竞品C,小红书,用了过敏，不知道是不是正品,51,7,2,负面,2023-03-06
CM00915,竞品C,微博,什么时候出新品啊，等好久了,52,7,6,正面,2023-05-20
CM00916,竞品C,小红书,客服态度太差了，再也不会买了,53,9,10,负面,2023-09-10
CM00917,品牌A,抖音,价格有点贵，但是一分钱一分货吧,53,9,7,中性,2023-09-04
CM00918,竞品B,B站,价格有点贵，但是一分钱一分货吧,37,11,5,中性,2023-09-04
CM00919,品牌A,B站,性价比很高，比XX品牌好多了,55,10,5,正面,2023-08-29
CM00920,竞品B,抖音,价格有点贵，但是一分钱一分货吧,48,2,2,中性,2023-08-12
CM00921,竞品C,抖音,国货之光，必须支持,54,12,2,正面,2023-09-12
CM00922,品牌A,抖音,国货之光，必须支持,41,7,5,正面,2023-08-25
CM00923,品牌A,小红书,物流很快，包装也很好，推荐购买,52,12,2,正面,2023-09-16
CM00924,竞品C,抖音,价格有点贵，但是一分钱一分货吧,43,9,3,中性,2023-03-16
CM00925,竞品B,微博,物流很快，包装也很好，推荐购买,44,10,9,正面,2023-01-18
CM00926,竞品C,小红书,感觉最近质量不如以前了，有点失望,49,12,4,负面,2023-04-28
CM00927,竞品B,抖音,客服态度太差了，再也不会买了,56,6,7,负面,2023-09-23
CM00928,竞品C,微博,物流很快，包装也很好，推荐购买,54,10,5,正面,2023-11-22
CM00929,竞品B,小红书,客服态度太差了，再也不会买了,52,10,4,负面,2023-08-21
CM00930,竞品B,B站,颜值很高，就是有点不耐用,57,8,11,中性,2023-05-17
CM00931,竞品C,B站,性价比很高，比XX品牌好多了,43,6,6,正面,2023-08-23
CM00932,品牌A,B站,客服态度太差了，再也不会买了,51,11,6,负面,2023-06-27
CM00933,品牌A,微博,颜值很高，就是有点不耐用,38,9,3,中性,2023-02-17
CM00934,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,49,8,3,正面,2023-11-25
CM00935,竞品C,抖音,价格有点贵，但是一分钱一分货吧,43,8,6,中性,2023-06-13
CM00936,竞品B,微博,价格有点贵，但是一分钱一分货吧,50,11,6,中性,2023-05-13
CM00937,竞品B,B站,感觉最近质量不如以前了，有点失望,64,13,6,负面,2023-12-27
CM00938,竞品B,B站,用了过敏，不知道是不是正品,57,8,7,负面,2023-04-01
CM00939,品牌A,小红书,感觉最近质量不如以前了，有点失望,48,6,7,负面,2023-09-15
CM00940,品牌A,B站,国货之光，必须支持,51,16,7,正面,2023-06-21
CM00941,竞品C,B站,客服态度太差了，再也不会买了,47,8,5,负面,2023-03-17
CM00942,竞品B,小红书,颜值很高，就是有点不耐用,54,9,6,中性,2023-10-13
CM00943,竞品B,微博,性价比很高，比XX品牌好多了,53,7,8,正面,2023-04-30
CM00944,品牌A,B站,用了过敏，不知道是不是正品,47,10,4,负面,2023-07-11
CM00945,竞品C,小红书,性价比很高，比XX品牌好多了,51,8,7,正面,2023-10-13
CM00946,竞品C,小红书,客服态度太差了，再也不会买了,30,13,5,负面,2023-08-17
CM00947,竞品B,B站,价格有点贵，但是一分钱一分货吧,53,15,2,中性,2023-02-11
CM00948,竞品C,小红书,感觉最近质量不如以前了，有点失望,41,14,9,负面,2023-07-31
CM00949,竞品B,小红书,颜值很高，就是有点不耐用,55,8,4,中性,2023-02-01
CM00950,竞品C,小红书,这个品牌的产品真的很好用，支持了好多年了,47,14,1,正面,2023-10-02
CM00951,竞品B,B站,用了过敏，不知道是不是正品,42,9,2,负面,2023-11-24
CM00952,竞品C,小红书,性价比很高，比XX品牌好多了,61,12,6,正面,2023-06-07
CM00953,竞品B,B站,这个品牌的产品真的很好用，支持了好多年了,48,9,6,正面,2023-01-27
CM00954,品牌A,抖音,价格有点贵，但是一分钱一分货吧,55,9,6,中性,2023-07-17
CM00955,竞品B,B站,用了过敏，不知道是不是正品,55,8,5,负面,2023-02-28
CM00956,竞品B,抖音,这个品牌的产品真的很好用，支持了好多年了,55,9,6,正面,2023-03-24
CM00957,竞品C,小红书,物流很快，包装也很好，推荐购买,56,8,3,正面,2023-10-12
CM00958,竞品C,抖音,感觉最近质量不如以前了，有点失望,61,9,3,负面,2023-06-13
CM00959,品牌A,抖音,物流很快，包装也很好，推荐购买,46,11,2,正面,2023-03-30
CM00960,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,48,5,1,正面,2023-03-18
CM00961,品牌A,B站,性价比很高，比XX品牌好多了,63,8,3,正面,2023-01-07
CM00962,品牌A,微博,什么时候出新品啊，等好久了,51,6,7,正面,2023-04-14
CM00963,品牌A,小红书,物流很快，包装也很好，推荐购买,57,13,8,正面,2023-07-05
CM00964,竞品B,小红书,感觉最近质量不如以前了，有点失望,39,5,6,负面,2023-07-13
CM00965,品牌A,B站,物流很快，包装也很好，推荐购买,50,10,3,正面,2023-01-02
CM00966,竞品C,微博,什么时候出新品啊，等好久了,46,10,4,正面,2023-04-29
CM00967,竞品B,抖音,国货之光，必须支持,61,15,4,正面,2023-09-13
CM00968,品牌A,抖音,性价比很高，比XX品牌好多了,51,6,5,正面,2023-05-11
CM00969,竞品B,B站,性价比很高，比XX品牌好多了,60,12,4,正面,2023-03-08
CM00970,竞品C,B站,国货之光，必须支持,45,5,4,正面,2023-01-14
CM00971,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,50,14,5,正面,2023-10-07
CM00972,竞品C,B站,物流很快，包装也很好，推荐购买,34,10,7,正面,2023-06-28
CM00973,品牌A,微博,感觉最近质量不如以前了，有点失望,47,14,6,负面,2023-03-20
CM00974,竞品B,小红书,国货之光，必须支持,50,10,5,正面,2023-10-06
CM00975,竞品B,抖音,客服态度太差了，再也不会买了,52,9,9,负面,2023-07-20
CM00976,品牌A,小红书,什么时候出新品啊，等好久了,40,13,3,正面,2023-11-11
CM00977,竞品B,B站,性价比很高，比XX品牌好多了,50,6,5,正面,2023-08-14
CM00978,竞品C,抖音,什么时候出新品啊，等好久了,51,15,7,正面,2023-03-03
CM00979,竞品C,小红书,性价比很高，比XX品牌好多了,50,11,6,正面,2023-01-27
CM00980,品牌A,小红书,什么时候出新品啊，等好久了,45,12,5,正面,2023-10-23
CM00981,竞品B,微博,客服态度太差了，再也不会买了,36,9,4,负面,2023-11-05
CM00982,竞品B,微博,价格有点贵，但是一分钱一分货吧,55,5,5,中性,2023-02-24
CM00983,竞品C,微博,性价比很高，比XX品牌好多了,35,10,6,正面,2023-12-17
CM00984,竞品B,小红书,国货之光，必须支持,58,8,3,正面,2023-11-21
CM00985,品牌A,微博,感觉最近质量不如以前了，有点失望,46,12,5,负面,2023-05-15
CM00986,竞品B,B站,客服态度太差了，再也不会买了,38,12,9,负面,2023-09-17
CM00987,竞品B,小红书,客服态度太差了，再也不会买了,57,9,5,负面,2023-11-22
CM00988,品牌A,B站,什么时候出新品啊，等好久了,40,6,2,正面,2023-04-21
